,region,townsize,gender,agecat,ed,edcat,jobcat,union,employ,empcat,retire,lninc,inccat,debtinc,lncreddebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polparty,polcontrib,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,lnlongmon,lnlongten,tollfree,lntollmon,lntollten,equip,lnequipmon,lnequipten,callcard,lncardmon,lncardten,wireless,lnwiremon,lnwireten,multline,voice,pager,internet,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,ln_TotalSpent
pets_saltfish,0.02207630099474126,0.02302833865014259,0.002267331124326443,-0.0011850059845155466,0.004736844903473451,0.006829194108643378,-0.012600803620061232,-0.020487680656734487,-0.012844862502114885,-0.008881102743020135,0.0127413052210481,-0.014780779854380987,-0.014436072102340797,0.01807895331332072,-0.0036719148028278685,0.004456984788188687,0.028598503051790996,-0.011939272815966599,0.010328399431002526,0.005431201315787054,0.004189406363707713,0.016646592633158982,-0.006727712884486776,0.004586721137670549,-0.009243516703856031,-0.0025563666217555173,0.000972350639078679,1.0,0.006173433592035145,0.0037959445932192835,-0.0024750454232802493,0.005850186413835192,0.008592972401174397,-0.006331042525854276,0.0010107898033821143,0.01300896987460727,-0.005668406310471001,0.009168274089778536,0.022735793563365966,0.006995262124691811,-0.00027146031375958234,0.007354820977907337,0.0025484711086514508,-0.008291024616955663,0.008302239737791369,-0.015265226626789894,0.012425334222172476,-0.009031424448750365,0.00032095132366923533,0.012766724726091982,0.013429674630931015,-0.018321115631673227,-0.006633259312741801,0.013272381918141344,-0.006545384995715786,0.00236992094719207,-0.021380287072340597,0.022173487519419204,-0.012192040594338977,-0.015693128386087628,-0.011723222170043303,-0.0030624653123888855,0.012908778044684134,0.013185029435981127,0.011338331993458711,-0.014092836881069819,-0.01722310025073984,0.002922217925347602,0.003772901173730453,-0.022290770769148205,0.02351543580794998,-0.020797203909504,-0.02317296263658729,0.0018639536530158187,0.0018128630697354768,-0.0014399311467211606,-0.0075552326259214885,-0.00649920633891272,-0.009010304389892847,-0.0046058714472447864,-0.0002525115561405329,-0.006945200100847675,0.00419860618647605,0.0050801752306817586,0.0008269375034497474,0.005286045107538344,0.0012986634389818587,-0.005714967645298991,0.023072892469775282,0.0011878474786474267,0.0042803013448385685,-0.007994143345936863,-0.005563706885986446,0.0031667833302542483,0.008718760294008638,-0.00817504607973001,-0.02254432233223776,-0.0039854589130637,-0.0019484408613003343,0.011097323741568273,0.0028535148776429563,0.01225980575881086,-0.009627774414047517,-0.012044388545026216,0.03158299097189278,0.003494001187240083,0.009959393619428164,0.003221958405662484
pets_freshfish,-0.020725557215285614,-0.007224660368163411,0.023060886832580854,0.021683113659014167,0.02223350358956527,0.01829401263807823,0.01921849488501041,0.03402260990050182,0.026304590004840596,0.02840709167253991,0.02688939989387321,-0.0006247887817671702,-0.0027568525511580773,-0.007352559042369889,-0.01278642084104293,-0.0057074566075999145,0.01577439929160655,0.017623701185206165,5.1118420752731695e-05,0.0037560685513653488,0.005426901663269036,-0.011077191555373685,0.002479411426677543,-0.019580590319545822,-0.01997763363783667,0.0060754738620445795,0.01880825072082497,0.006173433592035145,1.0,0.009346582432350998,-0.010439025064356566,0.01924860413436178,0.021564732277392223,-0.0002663173131125502,0.017621814625542954,0.003127384621018596,0.015496423064023396,0.02118537602431161,0.011387916925179596,-0.017005650483068322,-0.009420208566262725,-0.0024821005980431242,0.025788221770560605,0.0030621988998716146,-0.006962491323117156,-0.016587492713972175,0.005760126808672708,0.0043823196547569075,-0.0043208181524704735,-0.0026967859029797185,-0.01732148646018486,0.015058411834986015,0.00558991400680316,-0.011114661235786975,0.0013585972227004534,-0.024162039054740847,-0.0050697104739151405,0.004188294340326309,-0.01496011310698112,0.030336495694695983,0.032717641161422055,0.004261642569527258,-0.015645761916710056,-0.015637938257847612,-0.007365522833902429,0.03162074154235247,0.03176835140691015,-0.006838675675966622,0.018643334369383882,0.028292536500241647,-0.005506419353594553,0.02232834950155344,0.027598529257951653,-0.012650282868156924,-0.005033067402665125,-0.0023723549674650973,0.023747635144069877,0.02360618260519887,0.023090716241253393,0.02098835344943348,0.02000637890156915,0.02619018823244127,-0.0010132696709537873,0.003060234758029624,0.003163161958722559,0.0465436578012965,0.011067876486778077,0.011951878408197012,0.010831238938602333,-0.016345305438071667,-0.001471554939317179,-0.0044650257670668355,-0.009831302124203292,-0.0035079242901312037,0.0174827599512422,-0.009921318892124316,0.02155077414856299,-7.108754829488567e-05,-0.0012396746508054864,-0.001372923804941567,0.012582665106112627,0.012410970412782222,0.011446302293926363,0.027570355446568977,0.01146602811992131,0.024976125419413995,0.005634790703064538,-0.008617362902559177
homeown,0.04561954931952444,0.023470733099080637,0.006350971910098897,-0.01479273272143235,0.05120647575345459,0.05453523999940147,0.028167310137192113,0.0023380329239252855,0.02140023136680337,0.021710210644870193,-0.09416155391706563,0.15588149647180288,0.14459989696027598,-0.00017446513436591838,0.08606826446103884,0.10650665863123081,-0.027638073403535465,0.006815425325836397,0.1304204151674373,0.12649725083149801,0.11851601203511745,0.12147006779343036,0.023453321674950914,-0.020434562594827923,-0.010508690912361594,0.012677516959605156,-0.004194981616389249,0.0037959445932192835,0.009346582432350998,1.0,-0.048120869544730806,0.13548433823887035,0.1335932801634629,0.005027853672508006,0.020790665802074518,0.013806560207594597,0.12903724050245788,0.07974005689746617,-0.0106812008957346,-0.0029559625680751467,0.018337143558740065,0.004293807002145948,-0.007533290743595856,0.006845161370658008,-0.012685080186912704,0.037876365869102334,0.007942482734468901,-0.006089238469023382,0.00445363207274809,-0.005282123921252097,0.009107575637016418,-0.018893411394840662,-0.01026716360315324,-0.009078252477577332,-0.011161138121338239,0.004438857059572835,-0.016307394616014884,-0.01566656400256022,-0.023752815922634164,0.08154186689523973,0.07545882217014202,-0.011934448193707882,-0.016917635659936297,-0.005943399218151502,0.0017990089339553514,0.0885814035720799,0.07994300455360111,0.00998933052856486,0.018238748265869454,0.08364172698635831,-0.015308805246989876,0.07952572394067445,0.08237318869876706,0.06452856325450378,0.07171800994523243,0.07645198601788676,0.03159740323630748,0.0356518141841626,0.03739777102235213,0.06926661466102972,0.06528457808844686,0.07478120157455898,0.06428785655714153,0.06962609546330285,0.0719266092222367,0.06339658300606,0.05691661452160273,0.048383182756251676,0.022765223207049302,0.05895138222201044,0.06057110975013818,0.060737393191921014,0.016171697318635554,0.059320950277834954,0.007179615368069798,0.09041984458199985,0.07516028068725508,0.07699488501465687,0.059167250925855785,0.03689744127391695,0.03604473261687652,0.02764232282938037,0.06607882404808645,0.05745100276763846,0.023682118960993453,0.02019684886885378,0.013669576519264386,0.06930348581872509
hometype,0.017051802071953694,-0.0024412185269986663,0.0032001248082401037,-0.02718732924099975,0.018777264806610693,0.021945332660589557,-0.022920499132203634,-0.0073120208727848884,-0.04150274182081276,-0.039946024447596554,0.051154987417795644,-0.09283086365917126,-0.089934734728041,0.024321876967581885,-0.03563686783245832,-0.0441632615703336,0.013042648839923478,-0.020749969095553756,0.008698323667651995,0.010420130687294906,0.008648712957117544,0.01448728196334055,-0.017538598846253566,-0.004435347520172477,0.016285316711036703,-0.0021720855388982904,-0.002228837639358742,-0.0024750454232802493,-0.010439025064356566,-0.048120869544730806,1.0,-0.029223451157491434,-0.03371319875716401,-0.015390672949415412,-0.013400602235876588,-0.019234368275911823,-0.07402920214224994,-0.036837841066111605,-0.006474398495617269,0.010951441101680458,0.0038245409771090265,0.013498464830125803,-0.006368614869921699,-0.0037777999554691587,0.02594728507422597,-0.009098366631188272,0.013253354462968537,0.02159837464575962,0.0146715661059303,-0.006707220193956117,0.012989809767697145,-0.0016998861787892257,0.009659566163257846,0.0032170589608282382,-0.007874976845470788,0.010510929124133562,-0.013069626158939793,0.018957958304615014,-0.022605126436291156,-0.02742635030810406,-0.018441023844416992,-0.022788468462964433,-0.013082201345413564,-0.011277400602590677,-0.011004522467464079,-0.0315750441955513,-0.02036886491394355,0.009509726756380076,-0.024170082244170017,-0.020536866102016535,-0.003377663886016767,-0.015828366804890408,-0.021694922704087974,-0.020404351121193296,-0.023731467126997603,-0.02767583875994345,0.013906528060810204,0.013553895820194051,0.0143394838818902,-0.003557390740474974,-0.014166259402414186,-0.011803572506698792,-0.004653003541008879,-0.005866024059937569,-0.005503916727155318,-0.026027833578534314,-0.022095888915118243,-0.021494262756076788,0.0030240023186427277,-0.02840136636190059,-0.013873192676018503,-0.022632371065924528,0.010232626323231766,-0.020893754010045625,-0.04749732142852185,-0.035651837683377464,-0.02018910702628457,-0.03998869351237788,-0.009153895042819934,-0.011309704312763982,-0.0003798024593058119,-0.0010191015282384982,-0.01610537631143885,0.0052165250797147475,0.005355017025058437,-0.008340661465401926,0.012760591109243756,-0.014809760323587776
address,-0.004866634297338883,-0.04255564707066636,-0.014109258290683878,0.7990256577538201,-0.05645334670207426,-0.04398366970109366,0.04844063953806919,0.0018818626752205379,0.6064404681529093,0.6371678452226104,0.4141032039213931,0.20974429574814077,0.2619699842359271,0.0276419352469125,0.13617215458080578,0.16607789066766643,-0.3557942295693996,0.3563385327341256,0.057831819427778014,0.04905150217838854,0.04621029224733516,-0.24086145053223637,0.020660838474993014,0.01134012706591638,-0.007578409202498513,0.0038203538478965076,0.014337767445881488,0.005850186413835192,0.01924860413436178,0.13548433823887035,-0.029223451157491434,1.0,0.9235209425070819,0.006284445357254495,-0.04369581350113853,0.015832106203141853,0.2208719122129525,0.16810868191952127,0.00864485804891406,0.018162118424899586,-0.0048764089542062735,-0.03059797878636514,0.004107323953481609,-0.008104888089889298,0.031084275935387203,0.0051950819859724546,0.012345185986769253,0.0004423985713277637,-0.009039858716109876,-0.009495211916694052,-0.010354735909806762,0.008826262920634256,-0.025116166676171236,-0.02296462547411362,0.01720297201197201,0.016436819926915928,-0.008671407693786062,0.0010590646730268488,-0.005425836196685984,0.7511250667672446,0.6464090653565632,-0.019815791650366843,0.026249472580121985,-0.010346306635376046,-0.005900053002212043,0.7175742696336807,0.6557322964306579,-0.20070560395446657,0.10624677566794907,0.6418437379398407,-0.26292620803607064,0.5676116844954576,0.5944583524642859,0.006076587753578596,0.05030410809732072,0.09974935384238202,-0.11572328179847945,-0.10377791686925353,-0.05447528012370743,0.305650787957512,0.3461778818082751,0.43618304326203533,-0.04839514914324367,-0.02883258991702839,0.008538364673867625,0.2812363108553641,-0.052016806459156816,-0.051835647672113176,-0.1041450640348295,0.001558362783043873,0.003230274554209005,0.008923083619241254,-0.09941800160662333,-0.013828106924045312,-0.001570381785301715,0.1449691653529077,0.14389898584904334,0.11156033525659195,-0.04792539983092114,-0.10419848977618716,-0.17624300850916177,-0.1825225832548464,-0.03434680776314464,0.39429653206580556,0.01939873139971977,0.010697709700329886,-0.025810762831629357,0.042777550784967325
addresscat,-0.0008424961235387485,-0.04368337024359609,-0.006029911678893558,0.8290987796032492,-0.033369984395881964,-0.02050078432609925,0.04135012368802791,0.0018476000891966059,0.5952248472560281,0.6641108105365148,0.3525590986278967,0.29445049630228143,0.3410765169087555,0.03713364568614128,0.18462730054799723,0.22970223659072767,-0.3762417907324817,0.4007349140890656,0.052146038576255424,0.05001503490662103,0.05097921248460526,-0.24813671964377926,0.017157818447172055,0.016054682396140392,-0.007096741538328899,0.009947581306228978,0.017622986068071417,0.008592972401174397,0.021564732277392223,0.1335932801634629,-0.03371319875716401,0.9235209425070819,1.0,0.01337396661482224,-0.02645056220630407,0.0226629821926256,0.2762960121559416,0.2123902370731288,0.009066075639112412,0.016103139735628023,-0.006960485990926127,-0.04436491865232738,0.010892773537818827,-0.00925663701086872,0.021578149233558927,0.0048876811171171255,0.013425964089905025,0.0016795225646583664,-0.003144015156712736,-0.0052871453420108355,-0.00932073136205667,-0.004142077679772758,-0.021750863296392496,-0.02330518100193834,0.01876825103506667,0.013261493395022849,-0.003457794399351696,-0.0009343199559549045,-0.004300082811834905,0.7309494373464616,0.7012361874936883,-0.023657621315989124,0.023835362030215815,-0.023905259454262032,-0.0060570475397872785,0.7036132758844236,0.688805477927861,-0.2131714056844895,0.12245943081813862,0.6306563434417771,-0.2590385705206411,0.5346161983168133,0.5917215235787493,0.01613736637622168,0.05771676180385629,0.11164417702022009,-0.10629712271344992,-0.09375972201500068,-0.04136895083778749,0.29206825484962284,0.32412992634343774,0.4219403406894806,-0.036766669926851146,-0.01767026944238438,0.02288080640454946,0.27124713337091516,-0.04750834727297683,-0.03893581649349083,-0.09164480882046198,0.014426439322972443,0.013158023612590209,0.02030068340725431,-0.0881143443381857,-0.0022037410196087083,0.008707425431725613,0.19012374687788888,0.18418947248383624,0.14367827326748342,-0.03492339304559209,-0.09921272026265382,-0.16583211507543918,-0.16954564861080196,-0.021420938733928776,0.38130097794265144,0.019875255735129497,0.02275660936453206,-0.01974376353375694,0.0695357455726881
cars,0.01701181413820941,0.004601916216531603,0.014120372178123527,-0.004668580840556352,0.004356236747381565,-0.0016181836853349247,0.017468206835451718,0.0035300312445977872,-0.0009622790058316728,0.00863390892678714,-0.03768788546763266,0.05186204099769706,0.05786521324170452,0.020720702368282252,0.029682343217788572,0.050114816395623804,0.026755722776912263,0.015347634641723838,-0.007217422620381384,-0.008884409242955074,-0.009960553003523125,-0.026035451299237265,-0.009555627862554681,-0.00811746879688065,0.014831075614027758,-0.03536710677023985,-0.009369721558608388,-0.006331042525854276,-0.0002663173131125502,0.005027853672508006,-0.015390672949415412,0.006284445357254495,0.01337396661482224,1.0,0.4726522634639675,0.3774877229293994,0.24032743530623843,0.4223216319167644,0.3839691481528102,-0.0027816350123209517,-0.6096496225624282,0.010839453319519174,0.6483569474329572,-0.0075613886123827145,-0.04039936606917934,-0.061717511960886255,-0.03335616424148588,-0.03452445813239583,0.01600997830848337,-0.07789607165873948,-0.010526292128875039,-0.050417143279309,-0.005573956057012244,0.018250189359712808,0.006938077212885094,0.033265401874681924,0.0054618996700969424,0.01543518157140096,-0.01831192599430563,0.0006969941509354249,-0.0076597521458969696,-0.0034790305098330136,0.017448707572972802,-0.007490813264330431,-0.017743279753436595,0.010567694538307693,0.0030149521984122007,-0.0025447818444090924,0.005115320584091771,0.0018989112947019034,0.04104215629525539,-0.004524963269798934,-0.006063669785111234,0.011466883604168265,0.009366703579829565,0.009438821621075238,0.005311886958233923,0.0030844289377816676,6.33225771421704e-05,0.006895582909017388,0.011857250688954232,0.008567816544127822,-0.008808410802291094,-0.01210238955320331,-0.013210606809081128,0.0003289389306600421,0.0010456129349520106,-2.5232458616340327e-05,0.00302558186894636,-0.0131028549322359,0.0025010606371582444,0.01986591769990122,-0.0005251499752866241,0.015504006474362009,0.00849502215901345,-0.00434027679071616,-0.005216840654795302,0.0029827990705642445,0.006393023722719308,0.0024695910660870782,-0.003955748333806901,0.017448553583555675,-0.008286755360748807,0.00624867409928994,-0.004195488973007898,0.024689842146320664,-0.0020155569079854667,0.01247783843750303
carown,0.01665234730248471,0.016134152358246574,0.009135270484579669,-0.07091004241184547,0.039807277649676856,0.033752174466204425,0.001892997523134689,-0.001618485052464208,-0.0390333659668296,-0.018673961947748556,-0.17251661680012265,0.2036108634007263,0.17838357391664705,0.00920724996848457,0.10979926347303687,0.13948952094654998,0.067734398830088,0.007043799429721198,0.0036670787492374193,0.003757262060891358,0.0021094734588372396,0.013316522240150789,0.008593558488463828,-0.008221321999436312,0.003057564720394562,-0.01622935165504091,0.009922815761101272,0.0010107898033821143,0.017621814625542954,0.020790665802074518,-0.013400602235876588,-0.04369581350113853,-0.02645056220630407,0.4726522634639675,1.0,0.5871724951074216,0.4613209289567113,0.713616754302293,0.5707887387161784,0.004624971982541493,-0.28985691491403476,0.019744938992247236,0.38888866505395986,0.0019746383433793795,-0.024482879079180557,-0.02863501994052456,0.01050968051782312,-0.013461487491305638,0.016953197463220465,-0.03821400288838128,-0.010795718726942497,-0.021040358193494806,-0.001738138713151176,0.023170963641248196,0.01322536210867595,0.032109995892841275,0.002471784953053289,0.039068659891103155,0.004136798186904613,-0.03829663007323174,-0.03125300873524926,-0.007679146515656462,0.00037446493280002095,-0.024478905156069566,-0.016717094401293795,-0.03348371104492383,-0.03213428399399939,0.016248158672133518,0.015859478530647463,-0.03312777760537895,0.035109757454702996,-0.027666358074437177,-0.028496603661196128,0.02247574424314691,0.0228795803639779,0.021197192717609743,0.01743327829506116,0.017395370023782025,0.01578788327637765,-0.00464282457970043,-0.000692051037115052,-0.006977176457985446,0.03579501873753864,0.03483841167812358,0.036162202202399005,0.004705490004990624,0.025440311759815034,0.04395380676983946,0.01262046837211058,0.021304842387329985,0.035281855144600305,0.03427338172657138,0.0077166935355204025,0.06265496220633686,0.01954219050755389,0.058967606776559434,0.056620751964586165,0.07747569689690507,0.014017827169749073,0.016226742286958057,0.019689607134740723,0.05095799491633844,0.025177867856271588,-0.0040548821047005,0.01091844749679981,0.028836456805730916,0.009020447500100327,0.07494379719348963
cartype,0.008766252826654634,-0.00916326058547144,0.013085756026875886,0.012551431970908638,0.014746098224636418,0.011866395539019062,0.010942308068279435,-0.002496166754927129,0.002390204403531274,0.012012716700278685,-0.006685615034245426,0.05156630551718867,0.05425559611452609,0.019569164035439634,0.028965244039294336,0.04402544134416775,0.024219739010025117,0.014587633511873676,0.00524537903754319,0.007577048287363173,0.006905144579555768,-0.01843020483560758,0.0067101970589181475,-0.006763117518555525,0.018154071145419864,-0.020335044193270226,-0.02860758460441572,0.01300896987460727,0.003127384621018596,0.013806560207594597,-0.019234368275911823,0.015832106203141853,0.0226629821926256,0.3774877229293994,0.5871724951074216,1.0,0.30539965845974026,0.5337165208661265,0.47083895896935474,-0.01569813859137087,-0.23028588775955097,-0.007054343082040889,0.31616781817443307,-0.004420756571897737,-0.009125587951882582,-0.018700781670318013,-0.0020893175697508344,-0.025073579858839803,0.01388519072738334,-0.045927658902945166,-0.021457060010239764,-0.03470816345915297,-0.021509441599614838,0.02109340354852038,0.008062514844806794,0.02987403684414816,0.010834034049202645,0.02625300002752653,0.001357363869854565,0.014652624773281008,0.009615749770814946,0.010677003968953786,0.015553711013618458,-0.0013591915738796893,-0.005349352671121564,0.007808183315270416,0.0019728427100070257,-0.008033809536337078,0.016014403914781435,0.0026277010286671052,0.016767043436011684,0.00020089384040656837,0.0007475053705320491,0.0002726972653944795,-0.0002841791711880681,0.0011912036125004536,0.002049884480229371,0.0014210637494791861,0.0017554229798510768,0.01147558305687578,0.015051690128562664,0.012438686267809444,0.0027233950735658483,0.0015029289343769714,0.0014228034608451553,0.003955498786937175,-0.007920974705456702,0.008047136945573193,-0.0021422471567209785,-0.0027046200302704975,0.0146541807315672,0.013102035382706144,0.0037086854009776545,-0.00659502080618606,0.0014410718668207542,-0.006533936702703972,-0.022377038799652353,0.010443331248441497,0.00036848105824142686,0.0014118333976128835,0.0013859025066260305,0.02325045950943936,0.01012923273986057,0.004058896746775644,0.0025417606063078343,0.0071924856381032605,0.0006380118767426551,0.0015046355106686708
carvalue,0.04026387978680391,0.002863007062643317,-0.007475380443101278,0.20046157624440344,0.15843266720211344,0.15723426292310505,0.09490732508407886,0.005014096030940046,0.2896093442433032,0.3328400853478092,-0.24119616735621252,0.8033193796215741,0.8065738524067531,0.01390598276331634,0.4644116077640895,0.5361280493684263,-0.014247047063517168,0.240927045011812,0.00616749274756772,0.03045167962940404,0.04103195732841885,-0.06937180308617207,0.0063384301803827,0.017015173741488473,0.00784309735385289,-0.011191223208803351,0.001676839248866489,-0.005668406310471001,0.015496423064023396,0.12903724050245788,-0.07402920214224994,0.2208719122129525,0.2762960121559416,0.24032743530623843,0.4613209289567113,0.30539965845974026,1.0,0.8370710784584422,0.30884135365450377,0.00041570037137496693,-0.1440097017507994,-0.017703286309474705,0.20432768647023059,0.0010055107597624776,-0.004696289584053359,-0.015514623590722471,-0.0008914480893283851,-0.001938280712591872,-0.009252022182846164,-0.02227250650677119,0.009428414648238414,-0.009208975777425002,-0.004846878500382346,0.016838344766374354,0.03823047622570259,0.02869588458521491,-0.005867889790271856,-0.008110935532383736,0.00020135926917707564,0.23508020577573568,0.24587690182033037,-0.0568122556155026,0.0006285460525653072,-0.018535335115190815,-0.0014924427434523885,0.23553324294442884,0.23730209581091719,-0.060125688265954345,0.07971985124086385,0.20227904082074577,-0.0346539512403637,0.18076033529077984,0.19854343697973673,0.12450209954749682,0.1502722028502851,0.1655414392867425,0.0558893313608287,0.06629604052096255,0.08072931961911221,0.13892462593171515,0.15376970847297503,0.17694347155914208,0.12926563337672306,0.14249018758107718,0.15648366522642432,0.1345534701591334,0.09589949131336681,0.11958530622774335,0.055665216177006246,0.13793873956899105,0.12794685370956643,0.14000566067829467,0.03669103937809754,0.11044969857890741,0.04644135832926539,0.21112678938416812,0.21175157233140635,0.19504270083792247,0.10590087682492444,0.04482561531976793,0.025012112877884664,0.040730134821768925,0.1106372399223398,0.12656922236925225,0.006612654896818391,0.064392232014534,0.03713209946564957,0.3050175860588744
carcatvalue,0.03100436386612797,0.0019410433913013554,-0.0024082281013588784,0.16058460198932117,0.10570732426796443,0.10528601440800497,0.05517308696290749,-0.0058794487154299555,0.19588118234692645,0.24596616199944604,-0.15925770781417792,0.5630828975274295,0.575542402161827,0.016493050625218234,0.3213265063134714,0.375886437131264,-0.011787960472783944,0.17940060119341122,0.008534572463653115,0.024115034551402535,0.029728505389481307,-0.058817218795640155,0.013695006953771583,0.01161874521096793,0.015740690760274883,-0.01434068166277936,-0.0023177782071957054,0.009168274089778536,0.02118537602431161,0.07974005689746617,-0.036837841066111605,0.16810868191952127,0.2123902370731288,0.4223216319167644,0.713616754302293,0.5337165208661265,0.8370710784584422,1.0,0.5265541025032239,0.006213550823215591,-0.2524831790986115,-0.007306951871462467,0.3542195698681791,-0.005341647191393358,-0.013802130437075961,-0.02353571705909753,-0.0006822951850331744,-0.005505876775450171,0.0009787451037990295,-0.043081082566522926,0.003388226958984463,-0.01137978369854938,-0.010506031075022062,0.01958017331258502,0.029448777297194122,0.028642612809318117,-0.006968262016032099,0.009969587395591027,0.005877351386861808,0.16898247910183192,0.17943469563960326,-0.023767596919444918,0.014432631740024363,-0.02015102973455664,-0.007340236402971457,0.16863452298199075,0.16975885544905797,-0.046464703196406824,0.06331688136129635,0.14170401139777777,-0.0050964300097400715,0.12227791557282044,0.1356303233836526,0.06889779263068514,0.08497033793714452,0.09527526512672083,0.03569545745291492,0.04230930779322664,0.05236618016806905,0.0991123791226655,0.11133911151895236,0.12624847661640345,0.0837196491531968,0.09102774756478503,0.10047414913597573,0.0955077812646737,0.056377013910578776,0.07916788404312443,0.030427775663411493,0.08716148215779343,0.08599681775998982,0.09566677194146679,0.020292795108813086,0.06882775099909107,0.027977221949144128,0.1412893575510841,0.13643543519311266,0.1336104731149215,0.06215461297585343,0.026838600902239048,0.0048128023449730386,0.037252489771646774,0.06993879885538354,0.09368520448414654,0.0034958371017539186,0.05024057973761763,0.02635879949465372,0.20394155172999887
carbought,0.00980601332615337,0.0020139596532907553,0.005596929317453519,0.009064882372676705,-0.000501954353628372,0.0031004709712626364,-0.0033719250945142554,-0.030318062353667713,0.006062822264608798,0.017507660753555566,-0.013977244472066625,0.06215057755457369,0.060401624100969976,-0.0019780330141599737,0.024888792708397906,0.03238259113290899,0.03195273142729278,0.03274851574432881,-0.013553377860745687,-0.016694591863851537,-0.019972471709890992,-0.023657834948048607,0.005744918770956451,-0.020874665050418954,0.015288418075770291,-0.019594908654878042,-0.00036547347842028673,0.022735793563365966,0.011387916925179596,-0.0106812008957346,-0.006474398495617269,0.00864485804891406,0.009066075639112412,0.3839691481528102,0.5707887387161784,0.47083895896935474,0.30884135365450377,0.5265541025032239,1.0,-0.20709492281763967,-0.22579551247808372,-0.0038194953126866665,0.30434876923647397,0.0006785281461702512,-0.014274174100406142,0.0002474073083168639,-0.002525816528907768,-0.01611533949291284,0.011624482393366548,-0.04800839641861967,-0.03295233778714179,-0.006505056320500811,-0.020126522391942434,0.0044300834316188835,0.0042909126427466155,0.02378263059661372,-0.004766876530342546,0.02266048910510386,-0.017358059298094235,0.005391240731269095,-0.002020963166435855,-0.002997900506574805,0.008798241354015229,-0.0014902531570811033,0.0043303522959458355,0.008417311380950218,-0.0003363889815187171,-0.0006121902397405658,0.014746020664167915,0.0028359353931538688,0.014509445670203586,-0.0033302419336322313,-0.0014695208321115643,-0.008244096004609121,-0.006992624040032549,-0.006615765101317332,0.006523416338688129,0.004230281500406889,0.005143052200052764,0.0011646411997804297,-0.0025798368024982387,0.001148424533910658,-0.010387384771025203,-0.010763091621771156,-0.008812065762358203,0.0015227456785417695,-0.014158701079168957,0.0029237707716962087,0.002139463397878998,-0.0047951888687515895,-0.007928289711407977,-0.005383958969709775,0.010885643048082008,-0.0005461403695973126,0.0007803878188941967,-0.018590559704858466,-0.018148788739430946,0.0003357593377964265,-0.014015826079008538,0.012776817518549357,-0.03189026546719041,0.013379145164965444,-0.003919719344749393,0.009719331422752308,0.012601657091628887,0.0005578998724527102,0.016911258915780773,-0.008395192645139278
carbuy,-0.009820593026937852,0.008876738250538977,0.011661577203949449,0.016535621031369185,-0.0031877583833964684,-0.006172582503247643,-0.006662725327767736,0.008234285808954656,0.014208349521560686,0.017668376391086257,0.006553161913762902,6.829526771524741e-05,0.008552070419739374,0.013414328308663421,0.007598946484950906,0.009214870475398073,-0.005635146974829159,0.006224853515434882,-0.0031347295915192894,-0.00014004644079817675,0.002929668591936086,-0.0156009330833844,-0.004461702857576187,0.008222578793302973,0.001456083718935454,0.005934111846331273,-0.0013567083628149015,0.006995262124691811,-0.017005650483068322,-0.0029559625680751467,0.010951441101680458,0.018162118424899586,0.016103139735628023,-0.0027816350123209517,0.004624971982541493,-0.01569813859137087,0.00041570037137496693,0.006213550823215591,-0.20709492281763967,1.0,-0.006611516483960057,0.00978376046938147,0.007496806131363417,-0.02222217526483152,0.002247336276309523,-0.003247644625186109,-0.013671415205371306,-0.007366754607486993,0.03325155703048126,0.013050468313419558,0.009922993676545444,-0.0024939335851427926,-0.002692205393826527,-0.008081726899481194,-0.013986520942964703,-0.001803383077828233,0.004417822663402674,0.024240688935914984,-0.004873038020531538,0.011303738724258782,0.02188098623032192,-0.007733973288705736,0.009727830197486086,0.01272176314384109,-0.0041591074855878455,0.008798123283475734,0.01790079509484402,-0.007621371933347127,-0.007918752486305745,0.009801086212638298,0.023915533185294168,0.0032616936558459504,0.00928918347770102,0.017128385389098447,0.017099244210832892,0.01428593920608923,0.007780458330311095,0.010022256489133562,0.008159628153176529,0.00023922269341873094,0.004540405949081185,0.0008906723263340164,0.02143052203101863,0.020287994699763754,0.019553889524010045,0.018692053430952458,0.0290730306377824,0.014844301313640246,-0.008412812260229642,0.010340370878217821,0.027934972562264203,0.012679612457573552,-0.014176517727980764,-0.02034220847956081,-0.016545434301177036,0.010998063693164141,-0.014892605156674548,0.008808359610030302,0.02617995585828337,-0.015725636075636606,0.016707692254668265,-0.006682786550246139,0.001375787767603135,-0.008376691221751794,0.01218912485191778,0.005837033477584306,0.009341465264479078,0.016017536353744338
